enzyme_key,enzyme_name,enzyme_family,stage_assigned,target_class,critical_transition_score,criticality_score_formula,ml_anchor_probability,anchor_score,known_target_label,high_confidence_known_target_label,high_confidence_target_basis,herbicide_target_match,herbicide_target_family,herbicide_site_of_action,herbicide_target_score,known_inhibitor_classes,wssa_group,resistance_risks,pathway_essentiality_score,kinetic_evidence_score,structure_score,crop_selectivity_margin,natural_inhibitor_evidence_score,uncertainty_penalty,trajectory_curvature_max,trajectory_critical_t,source_evidence,evidence_class
aspartate aminotransferase isozyme 1,aspartate aminotransferase isozyme 1,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,0,not_high_confidence,0,unmapped,unmapped,0.0,,unmapped,,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
TRYPTOPHAN AMINOTRANSFERASE RELATED2,TRYPTOPHAN AMINOTRANSFERASE RELATED2,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,0,not_high_confidence,0,unmapped,unmapped,0.0,,unmapped,,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
L-serine: glyoxylate aminotransferase,L-serine: glyoxylate aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,0,not_high_confidence,0,unmapped,unmapped,0.0,,unmapped,,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Glutamine 2-oxoglutarate aminotransferase,Glutamine 2-oxoglutarate aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,0,not_high_confidence,0,unmapped,unmapped,0.0,,unmapped,,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Methionine:Glyoxylate Aminotransferase,Methionine:Glyoxylate Aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,0,not_high_confidence,0,unmapped,unmapped,0.0,,unmapped,,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
NADH-dependent glutamate 2-oxoglutarate aminotransferase,NADH-dependent glutamate 2-oxoglutarate aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,0,not_high_confidence,0,unmapped,unmapped,0.0,,unmapped,,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
5-phosphoribosylpyrophosphate amidotransferase,5-phosphoribosylpyrophosphate amidotransferase,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,0,not_high_confidence,0,unmapped,unmapped,0.0,,unmapped,,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
glutamine-2-oxoglutarate aminotransferase,glutamine-2-oxoglutarate aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,0,not_high_confidence,0,unmapped,unmapped,0.0,,unmapped,,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
serine hydroxymethyl transferase,serine hydroxymethyl transferase,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,0,not_high_confidence,0,unmapped,unmapped,0.0,,unmapped,,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
aromatic amino-acid aminotransferase,aromatic amino-acid aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,0,not_high_confidence,0,unmapped,unmapped,0.0,,unmapped,,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Alanine aminotransferase; Alanine aminotransferase 2,Alanine aminotransferase; Alanine aminotransferase 2,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,0,not_high_confidence,0,unmapped,unmapped,0.0,,unmapped,,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Glutamate:glyoxylate aminotransferase; Glutamate:glyoxylate aminotransferase 1,Glutamate:glyoxylate aminotransferase; Glutamate:glyoxylate aminotransferase 1,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,0,not_high_confidence,0,unmapped,unmapped,0.0,,unmapped,,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Ornithine-d-aminotransferase (d-OAT); Orn-d-aminotransferase,Ornithine-d-aminotransferase (d-OAT); Orn-d-aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,0,not_high_confidence,0,unmapped,unmapped,0.0,,unmapped,,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Arabidopsis aminotransferase,Arabidopsis aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,1,core_transition_anchor_plus_atlas_match,1,PSI,photosystem I electron diversion,0.55,bipyridyliums;paraquat/diquat-like redox cyclers,22,sequestration;reduced_translocation;antioxidant_response,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Ala glyoxylate aminotransferase,Ala glyoxylate aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,0,not_high_confidence,0,unmapped,unmapped,0.0,,unmapped,,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Alanine:a-Ketoglutarate Aminotransferase,Alanine:a-Ketoglutarate Aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,0,not_high_confidence,0,unmapped,unmapped,0.0,,unmapped,,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Ornithine Aminotransferase;ornithine aminotransferase,Ornithine Aminotransferase;ornithine aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,0,not_high_confidence,0,unmapped,unmapped,0.0,,unmapped,,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
ornithine-d-aminotransferase,ornithine-d-aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,0,not_high_confidence,0,unmapped,unmapped,0.0,,unmapped,,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Rosa 'Yves Piaget' aromatic amino acid aminotransferase 3,Rosa 'Yves Piaget' aromatic amino acid aminotransferase 3,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,0,not_high_confidence,0,unmapped,unmapped,0.0,,unmapped,,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
22-hydroxycholesterol-26-al transaminase,22-hydroxycholesterol-26-al transaminase,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,0,not_high_confidence,0,unmapped,unmapped,0.0,,unmapped,,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Glutamate-oxalacetate transaminase,Glutamate-oxalacetate transaminase,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,0,not_high_confidence,0,unmapped,unmapped,0.0,,unmapped,,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Putative Î³-aminobutyrate aminotransferase; putative gamma-aminobutyrate aminotransferase,Putative Î³-aminobutyrate aminotransferase; putative gamma-aminobutyrate aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,0,not_high_confidence,0,unmapped,unmapped,0.0,,unmapped,,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Putative Î³-aminobutyrate aminotransferase,Putative Î³-aminobutyrate aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,0,not_high_confidence,0,unmapped,unmapped,0.0,,unmapped,,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Glutamic Oxaloacetic Transaminase,Glutamic Oxaloacetic Transaminase,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,0,not_high_confidence,0,unmapped,unmapped,0.0,,unmapped,,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
L-asp-a-ketoglutarate aminotransferase,L-asp-a-ketoglutarate aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,0,not_high_confidence,0,unmapped,unmapped,0.0,,unmapped,,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Glutamate semialdehyde aminotransferase,Glutamate semialdehyde aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,0,not_high_confidence,0,unmapped,unmapped,0.0,,unmapped,,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Nicotianamine aminotransferase; nicotianamine aminotransferase A,Nicotianamine aminotransferase; nicotianamine aminotransferase A,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,0,not_high_confidence,0,unmapped,unmapped,0.0,,unmapped,,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
4-aminobutyrate aminotransferase,4-aminobutyrate aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,0,not_high_confidence,0,unmapped,unmapped,0.0,,unmapped,,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Bile acid aminotransferase,Bile acid aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,0,not_high_confidence,0,unmapped,unmapped,0.0,,unmapped,,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
TRYPTOPHAN AMINOTRANSFERASE OF PHYSCOMITRELLA A,TRYPTOPHAN AMINOTRANSFERASE OF PHYSCOMITRELLA A,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,0,not_high_confidence,0,unmapped,unmapped,0.0,,unmapped,,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
glutamate oxaloacetate aminotransferase,glutamate oxaloacetate aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,0,not_high_confidence,0,unmapped,unmapped,0.0,,unmapped,,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
TRYPTOPHAN AMINOTRANSFERASE RELATED3,TRYPTOPHAN AMINOTRANSFERASE RELATED3,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,0,not_high_confidence,0,unmapped,unmapped,0.0,,unmapped,,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
L-glutamate: glyoxylate aminotransferase,L-glutamate: glyoxylate aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,0,not_high_confidence,0,unmapped,unmapped,0.0,,unmapped,,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Î³-aminobutyrate aminotransferase 1,Î³-aminobutyrate aminotransferase 1,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,0,not_high_confidence,0,unmapped,unmapped,0.0,,unmapped,,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
D-amino acid aminotransferase,D-amino acid aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,0,not_high_confidence,0,unmapped,unmapped,0.0,,unmapped,,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Arabidopsis branched-chain aminotransferase 3,Arabidopsis branched-chain aminotransferase 3,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,1,core_transition_anchor_plus_atlas_match,1,PSI,photosystem I electron diversion,0.55,bipyridyliums;paraquat/diquat-like redox cyclers,22,sequestration;reduced_translocation;antioxidant_response,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
recombinant putative aminotransferase,recombinant putative aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,0,not_high_confidence,0,unmapped,unmapped,0.0,,unmapped,,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Prephenate Aminotransferase from Arabidopsis thaliana,Prephenate Aminotransferase from Arabidopsis thaliana,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,1,core_transition_anchor_plus_atlas_match,1,PSI,photosystem I electron diversion,0.55,bipyridyliums;paraquat/diquat-like redox cyclers,22,sequestration;reduced_translocation;antioxidant_response,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
indole-3-pyruvic acid aminotransferase,indole-3-pyruvic acid aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,0,not_high_confidence,0,unmapped,unmapped,0.0,,unmapped,,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Prokaryote-type Aspartate Aminotransferase,Prokaryote-type Aspartate Aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,0,not_high_confidence,0,unmapped,unmapped,0.0,,unmapped,,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Petunia hybrida tryptophan aminotransferase,Petunia hybrida tryptophan aminotransferase,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,0,not_high_confidence,0,unmapped,unmapped,0.0,,unmapped,,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Capsicum annuum alanine aminotransferase 1,Capsicum annuum alanine aminotransferase 1,Aminotransferase,unassigned_stage,curated_family_function,0.563824,0.3942,1.0,1,1,1,core_transition_anchor_plus_atlas_match,1,PSI,photosystem I electron diversion,0.55,bipyridyliums;paraquat/diquat-like redox cyclers,22,sequestration;reduced_translocation;antioxidant_response,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,17.07963758390394,0.36363636363636365,Aminotransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Spermidine Hydroxycinnamoyl Transferase-Like Protein 1,Spermidine Hydroxycinnamoyl Transferase-Like Protein 1,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
hydroxycinnamoyl-CoA:quinate hydroxycinnamoyl transferase,hydroxycinnamoyl-CoA:quinate hydroxycinnamoyl transferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
cytochrome P450,cytochrome P450,Cytochrome P450,specialized_metabolism,detoxification_secondary_metabolism,0.5638143308956455,0.3942,0.9999654674844483,1,1,1,core_transition_anchor_plus_atlas_match,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,1.0,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,curated_families,real_evidence_plus_model_inference
UDP glycosyltransferase,UDP glycosyltransferase,UDP glycosyltransferase,specialized_metabolism,glycosylation_detoxification,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,curated_families,real_evidence_plus_model_inference
4-hydroxycinnamoyl-CoA:shikimic acid hydroxycinnamoyl transferase 1,4-hydroxycinnamoyl-CoA:shikimic acid hydroxycinnamoyl transferase 1,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
